"rate_date","usd_buy_amt","usd_sell_amt","usd_var_pct","eur_buy_amt","eur_sell_amt","eur_var_pct","created_at","updated_at"
"2024-11-28 00:00:00","5.97","5.97","0.00","6.32","6.32","0.00","2024-11-30 00:00:00","2024-12-09 00:00:00"
"2024-11-27 00:00:00","6.02","6.02","-0.05","6.35","6.35","-0.06","2024-11-29 00:00:00","2024-12-09 00:00:00"
"2024-11-21 00:00:00","5.81","5.81","0.01","6.09","6.09","-0.06","2024-11-23 00:00:00","2024-11-27 00:00:00"
"2024-11-19 00:00:00","5.82","5.82","0.00","6.09","6.09","0.00","2024-11-22 00:00:00","2024-11-27 00:00:00"
"2024-11-18 00:00:00","5.77","5.77","0.01","6.09","6.09","0.02","2024-11-20 00:00:00","2024-11-27 00:00:00"
"2024-11-14 00:00:00","5.75","5.75","0.01","6.09","6.09","0.10","2024-11-19 00:00:00","2024-11-27 00:00:00"
"2024-11-13 00:00:00","5.80","5.80","0.03","6.11","6.11","0.17","2024-11-15 00:00:00","2024-11-27 00:00:00"
"2024-11-12 00:00:00","5.81","5.81","0.06","6.14","6.14","0.06","2024-11-13 00:00:00","2024-11-27 00:00:00"
"2024-11-11 00:00:00","5.75","5.75","-0.03","6.11","6.11","-0.06","2024-11-13 00:00:00","2024-11-27 00:00:00"
"2024-11-08 00:00:00","5.76","5.76","0.00","6.14","6.14","0.01","2024-11-12 00:00:00","2024-11-27 00:00:00"
"2024-11-07 00:00:00","5.74","5.74","0.03","6.15","6.15","0.05","2024-11-09 00:00:00","2024-11-27 00:00:00"
"2024-11-06 00:00:00","5.69","5.69","-0.02","6.15","6.15","0.00","2024-11-08 00:00:00","2024-11-27 00:00:00"
"2024-11-05 00:00:00","5.68","5.68","-0.03","6.09","6.09","0.00","2024-11-07 00:00:00","2024-11-27 00:00:00"
"2024-11-04 00:00:00","5.75","5.75","-0.02","6.27","6.27","-0.26","2024-11-06 00:00:00","2024-11-27 00:00:00"
"2024-11-01 00:00:00","5.79","5.79","0.07","6.30","6.30","0.06","2024-11-05 00:00:00","2024-11-27 00:00:00"
"2024-10-31 00:00:00","5.87","5.87","0.02","6.36","6.39","0.00","2024-11-02 00:00:00","2024-11-27 00:00:00"
"2024-10-30 00:00:00","5.79","5.79","-0.02","6.30","6.31","0.00","2024-11-01 00:00:00","2024-11-27 00:00:00"
"2024-10-29 00:00:00","5.77","5.77","0.04","6.26","6.26","0.00","2024-10-31 00:00:00","2024-11-27 00:00:00"
"2024-10-28 00:00:00","5.76","5.76","-0.04","6.23","6.23","0.00","2024-10-30 00:00:00","2024-11-27 00:00:00"
"2024-10-24 00:00:00","5.71","5.71","0.02","6.17","6.18","0.00","2024-10-26 00:00:00","2024-11-27 00:00:00"
"2024-10-23 00:00:00","5.67","5.67","0.02","6.13","6.13","0.00","2024-10-25 00:00:00","2024-11-27 00:00:00"
"2024-10-22 00:00:00","5.69","5.69","-0.08","6.15","6.14","-0.70","2024-10-23 00:00:00","2024-11-27 00:00:00"
"2024-10-21 00:00:00","5.69","5.69","0.00","6.19","6.19","0.00","2024-10-23 00:00:00","2024-11-27 00:00:00"
"2024-10-18 00:00:00","5.69","5.69","0.00","6.19","6.19","0.00","2024-10-22 00:00:00","2024-11-27 00:00:00"
"2024-10-17 00:00:00","5.69","5.69","0.00","6.19","6.19","0.00","2024-10-18 00:00:00","2024-11-27 00:00:00"
"2024-10-16 00:00:00","5.65","5.65","-0.02","6.13","6.12","0.00","2024-10-18 00:00:00","2024-11-27 00:00:00"
"2024-10-15 00:00:00","5.67","5.67","0.08","6.15","6.16","0.00","2024-10-17 00:00:00","2024-11-27 00:00:00"
"2024-10-14 00:00:00","5.65","5.65","-0.02","6.16","6.16","0.00","2024-10-16 00:00:00","2024-11-27 00:00:00"
"2024-10-11 00:00:00","5.60","5.60","0.04","6.11","6.11","0.05","2024-10-15 00:00:00","2024-11-27 00:00:00"
"2024-10-10 00:00:00","5.61","5.61","0.00","6.14","6.14","0.00","2024-10-11 00:00:00","2024-11-27 00:00:00"
"2024-10-09 00:00:00","5.58","5.58","0.00","6.10","6.10","-0.02","2024-10-11 00:00:00","2024-11-27 00:00:00"
"2024-10-08 00:00:00","5.60","5.60","-0.02","6.12","6.12","-0.01","2024-10-10 00:00:00","2024-11-27 00:00:00"
"2024-10-07 00:00:00","5.54","5.54","0.00","6.08","6.08","0.01","2024-10-09 00:00:00","2024-11-27 00:00:00"
"2024-10-04 00:00:00","5.50","5.50","0.05","6.03","6.04","0.08","2024-10-08 00:00:00","2024-11-27 00:00:00"
"2024-10-02 00:00:00","5.46","5.46","0.00","5.99","5.99","-0.01","2024-10-04 00:00:00","2024-11-27 00:00:00"
"2024-10-01 00:00:00","5.44","5.44","-0.01","6.01","6.01","-0.04","2024-10-03 00:00:00","2024-11-27 00:00:00"
"2024-09-30 00:00:00","5.43","5.43","-0.10","6.01","6.01","-0.10","2024-10-02 00:00:00","2024-11-27 00:00:00"
"2024-09-27 00:00:00","5.45","5.45","0.01","6.07","6.07","0.08","2024-10-01 00:00:00","2024-11-27 00:00:00"
"2024-09-26 00:00:00","5.43","5.43","0.00","6.07","6.07","0.00","2024-09-28 00:00:00","2024-11-27 00:00:00"
"2024-09-24 00:00:00","5.48","5.48","0.01","6.09","6.09","0.01","2024-09-26 00:00:00","2024-11-27 00:00:00"
"2024-09-23 00:00:00","5.45","5.45","-0.04","6.10","6.10","0.03","2024-09-25 00:00:00","2024-11-27 00:00:00"
"2024-09-20 00:00:00","5.54","5.54","-0.02","6.15","6.15","-0.05","2024-09-24 00:00:00","2024-11-27 00:00:00"
"2024-09-19 00:00:00","5.51","5.51","0.00","6.16","6.16","0.00","2024-09-21 00:00:00","2024-11-27 00:00:00"
"2024-09-18 00:00:00","5.43","5.43","-0.02","6.05","6.06","-0.03","2024-09-20 00:00:00","2024-11-27 00:00:00"
"2024-09-16 00:00:00","5.46","5.46","-0.03","6.08","6.08","0.01","2024-09-19 00:00:00","2024-11-27 00:00:00"
"2024-09-12 00:00:00","5.48","5.48","0.06","6.10","6.10","0.09","2024-09-13 00:00:00","2024-11-27 00:00:00"
"2024-09-11 00:00:00","5.63","5.63","-0.68","6.23","6.23","0.11","2024-09-12 00:00:00","2024-11-27 00:00:00"
"2024-09-10 00:00:00","5.67","5.67","0.06","6.22","6.22","0.00","2024-09-12 00:00:00","2024-11-27 00:00:00"
"2024-09-09 00:00:00","5.66","5.66","0.01","6.23","6.24","0.00","2024-09-11 00:00:00","2024-11-27 00:00:00"
"2024-09-06 00:00:00","5.59","5.59","0.04","6.18","6.17","0.00","2024-09-10 00:00:00","2024-11-27 00:00:00"
"2024-09-05 00:00:00","5.60","5.60","0.00","6.20","6.21","0.00","2024-09-06 00:00:00","2024-11-27 00:00:00"
"2024-09-03 00:00:00","5.64","5.64","-0.07","6.24","6.26","0.08","2024-09-04 00:00:00","2024-11-27 00:00:00"
"2024-09-02 00:00:00","5.65","5.65","0.03","6.23","6.24","0.00","2024-09-04 00:00:00","2024-11-27 00:00:00"
"2024-08-30 00:00:00","5.62","5.62","0.01","6.22","6.22","0.00","2024-09-03 00:00:00","2024-11-27 00:00:00"
"2024-08-29 00:00:00","5.61","5.61","0.00","6.23","6.21","0.00","2024-08-31 00:00:00","2024-11-27 00:00:00"
"2024-08-28 00:00:00","5.63","5.63","-0.04","6.23","6.24","0.00","2024-08-30 00:00:00","2024-11-27 00:00:00"
"2024-08-27 00:00:00","5.56","5.56","-0.02","6.19","6.19","0.00","2024-08-29 00:00:00","2024-11-27 00:00:00"
"2024-08-26 00:00:00","5.51","5.51","0.02","6.16","6.16","0.01","2024-08-28 00:00:00","2024-11-27 00:00:00"
"2024-08-23 00:00:00","5.50","5.50","-0.01","6.14","6.14","0.01","2024-08-27 00:00:00","2024-11-27 00:00:00"
"2024-08-22 00:00:00","5.49","5.49","0.00","6.15","6.15","0.00","2024-08-24 00:00:00","2024-11-27 00:00:00"
"2024-08-21 00:00:00","5.59","5.59","0.07","6.22","6.22","0.09","2024-08-23 00:00:00","2024-11-27 00:00:00"
"2024-08-20 00:00:00","5.48","5.48","-0.02","6.12","6.12","0.01","2024-08-22 00:00:00","2024-11-27 00:00:00"
"2024-08-19 00:00:00","5.48","5.48","-0.05","6.10","6.10","-0.06","2024-08-21 00:00:00","2024-11-27 00:00:00"
"2024-08-16 00:00:00","5.41","5.41","-0.05","5.99","6.00","-0.06","2024-08-20 00:00:00","2024-11-27 00:00:00"
"2024-08-15 00:00:00","5.47","5.47","0.00","6.04","6.04","0.00","2024-08-17 00:00:00","2024-11-27 00:00:00"
"2024-08-14 00:00:00","5.49","5.49","0.06","6.02","6.02","0.04","2024-08-16 00:00:00","2024-11-27 00:00:00"
"2024-08-13 00:00:00","5.47","5.47","-0.05","6.03","6.03","-0.05","2024-08-15 00:00:00","2024-11-27 00:00:00"
"2024-08-12 00:00:00","5.46","5.46","0.06","6.00","6.00","0.10","2024-08-14 00:00:00","2024-11-27 00:00:00"
"2024-08-09 00:00:00","5.49","5.49","-0.08","6.01","6.01","-0.08","2024-08-13 00:00:00","2024-11-27 00:00:00"
"2024-08-08 00:00:00","5.51","5.51","0.00","6.02","6.01","0.00","2024-08-09 00:00:00","2024-11-27 00:00:00"
"2024-08-07 00:00:00","5.55","5.55","-0.01","6.06","6.06","-0.03","2024-08-09 00:00:00","2024-11-27 00:00:00"
"2024-08-06 00:00:00","5.64","5.64","0.01","6.16","6.16","0.07","2024-08-08 00:00:00","2024-11-27 00:00:00"
"2024-08-05 00:00:00","5.66","5.66","-0.02","6.18","6.18","-0.04","2024-08-07 00:00:00","2024-11-27 00:00:00"
"2024-08-02 00:00:00","5.72","5.72","0.01","6.27","6.27","0.05","2024-08-06 00:00:00","2024-11-27 00:00:00"
"2024-08-01 00:00:00","5.73","5.73","0.00","6.26","6.26","-0.01","2024-08-02 00:00:00","2024-11-27 00:00:00"
"2024-07-31 00:00:00","5.75","5.75","0.01","6.21","6.21","-0.02","2024-08-02 00:00:00","2024-11-27 00:00:00"
"2024-07-30 00:00:00","5.66","5.66","0.01","6.12","6.12","-0.02","2024-08-01 00:00:00","2024-11-27 00:00:00"
"2024-07-29 00:00:00","5.61","5.61","0.01","6.07","6.07","-0.01","2024-07-30 00:00:00","2024-11-27 00:00:00"
"2024-07-26 00:00:00","5.62","5.62","0.00","6.08","6.08","-0.01","2024-07-30 00:00:00","2024-11-27 00:00:00"
"2024-07-25 00:00:00","5.66","5.66","0.00","6.15","6.15","0.00","2024-07-27 00:00:00","2024-11-27 00:00:00"
"2024-07-24 00:00:00","5.64","5.64","-0.21","6.12","6.12","-0.15","2024-07-25 00:00:00","2024-11-27 00:00:00"
"2024-07-23 00:00:00","5.66","5.66","1.18","6.13","6.13","1.02","2024-07-25 00:00:00","2024-11-27 00:00:00"
"2024-07-22 00:00:00","5.59","5.59","-0.03","6.06","6.06","-0.08","2024-07-24 00:00:00","2024-11-27 00:00:00"
"2024-07-19 00:00:00","5.57","5.57","-0.50","6.07","6.07","-0.51","2024-07-22 00:00:00","2024-11-27 00:00:00"
"2024-07-18 00:00:00","5.60","5.60","0.00","6.10","6.10","0.00","2024-07-19 00:00:00","2024-11-27 00:00:00"
"2024-07-16 00:00:00","5.55","5.55","-0.08","6.04","6.04","-0.08","2024-07-19 00:00:00","2024-11-27 00:00:00"
"2024-07-12 00:00:00","5.49","5.49","1.08","6.00","6.00","1.46","2024-07-15 00:00:00","2024-11-27 00:00:00"
"2024-07-11 00:00:00","5.43","5.43","0.00","5.93","5.93","0.00","2024-07-12 00:00:00","2024-11-27 00:00:00"
"2024-07-10 00:00:00","5.44","5.44","0.42","5.91","5.91","0.77","2024-07-11 00:00:00","2024-11-27 00:00:00"
"2024-07-09 00:00:00","5.42","5.42","-0.01","5.87","5.87","0.04","2024-07-11 00:00:00","2024-11-27 00:00:00"
"2024-07-08 00:00:00","5.42","5.42","-0.05","5.86","5.86","-0.04","2024-07-10 00:00:00","2024-11-27 00:00:00"
"2024-07-05 00:00:00","5.47","5.47","0.05","5.92","5.92","0.03","2024-07-09 00:00:00","2024-11-27 00:00:00"
"2024-07-04 00:00:00","5.46","5.46","0.00","5.92","5.93","0.00","2024-07-06 00:00:00","2024-11-27 00:00:00"
"2024-07-03 00:00:00","5.49","5.49","-1.20","5.93","5.93","-0.99","2024-07-04 00:00:00","2024-11-27 00:00:00"
"2024-07-02 00:00:00","5.56","5.56","0.04","6.00","6.00","0.06","2024-07-04 00:00:00","2024-11-27 00:00:00"
"2024-07-01 00:00:00","5.68","5.68","0.36","6.10","6.10","0.46","2024-07-02 00:00:00","2024-11-27 00:00:00"
"2024-06-28 00:00:00","5.66","5.66","-0.01","6.07","6.07","-0.02","2024-07-02 00:00:00","2024-11-27 00:00:00"
"2024-06-27 00:00:00","5.59","5.59","0.00","6.00","6.00","0.00","2024-06-29 00:00:00","2024-11-27 00:00:00"
"2024-06-26 00:00:00","5.50","5.50","0.00","5.89","5.89","-0.01","2024-06-28 00:00:00","2024-11-27 00:00:00"
"2024-06-25 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-06-26 00:00:00","2024-06-26 00:00:00"
"2024-06-24 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-06-26 00:00:00","2024-06-26 00:00:00"
"2024-06-21 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-06-25 00:00:00","2024-06-25 00:00:00"
"2024-06-20 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-06-21 00:00:00","2024-06-21 00:00:00"
"2024-06-19 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-06-20 00:00:00","2024-06-20 00:00:00"
"2024-06-17 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-06-19 00:00:00","2024-06-19 00:00:00"
"2024-06-14 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-06-17 00:00:00","2024-06-17 00:00:00"
"2024-06-13 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-06-15 00:00:00","2024-06-15 00:00:00"
"2024-06-12 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-06-13 00:00:00","2024-06-13 00:00:00"
"2024-06-11 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-06-12 00:00:00","2024-06-12 00:00:00"
"2024-06-07 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-06-10 00:00:00","2024-06-10 00:00:00"
"2024-06-06 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-06-07 00:00:00","2024-06-07 00:00:00"
"2024-06-05 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-06-07 00:00:00","2024-06-07 00:00:00"
"2024-06-04 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-06-06 00:00:00","2024-06-06 00:00:00"
"2024-06-03 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-06-04 00:00:00","2024-06-04 00:00:00"
"2024-05-31 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-06-03 00:00:00","2024-06-03 00:00:00"
"2024-05-29 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-31 00:00:00","2024-05-31 00:00:00"
"2024-05-28 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-29 00:00:00","2024-05-29 00:00:00"
"2024-05-24 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-27 00:00:00","2024-05-28 00:00:00"
"2024-05-23 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-05-22 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-05-21 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-05-20 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-05-17 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-05-16 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-05-14 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-05-13 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-05-10 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-05-09 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-05-08 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-05-07 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-05-06 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-05-03 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-05-02 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-04-30 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-04-29 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-04-26 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-04-25 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-04-24 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-04-23 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-04-22 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-04-19 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-04-18 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-04-17 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-04-16 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-04-15 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-04-12 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-04-11 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-04-10 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-04-09 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-04-08 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-04-05 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-04-04 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-04-03 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-04-02 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-04-01 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-03-28 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-03-27 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-03-26 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-03-25 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-03-22 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-03-20 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-03-19 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-03-15 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-03-14 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-03-13 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-03-12 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-03-11 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-03-08 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-03-07 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-03-06 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-03-05 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-03-04 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-03-01 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-02-29 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-02-28 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-02-27 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-02-26 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-02-23 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-02-22 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-02-21 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-02-20 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-02-19 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-02-16 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-02-15 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-02-14 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-02-09 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-02-08 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-02-07 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-02-06 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-02-05 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-02-02 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-02-01 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-01-31 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-01-30 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-01-29 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-01-26 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-01-25 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-01-24 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-01-23 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-01-22 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-01-19 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-01-18 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-01-17 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-01-16 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-01-15 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-01-12 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-01-11 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-01-10 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-01-09 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-01-08 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-01-05 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-01-04 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-01-03 00:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
